,sex,age,educyr,farm,urban,hhsize,rlfood,exp12m,commune
5120,male,58,9.0,yes,no,7,9470.765337798746,442.0000521216605,167
5121,male,45,3.0,yes,no,3,2316.3246363374715,8177.003154998121,167
5122,male,61,0.0,yes,no,5,6719.929887130207,2825.0010068851507,167
5123,male,58,5.0,yes,no,9,9850.436028114076,1040.0000081791652,167
5124,male,44,2.0,yes,no,7,7676.208351516231,1131.0005925128232,167
5125,male,52,5.0,yes,no,7,9083.383188042024,8450.002363032521,167
5126,male,43,5.0,yes,no,8,8375.64191229271,3418.9986678234877,167
5127,male,29,7.0,yes,no,4,5139.206658802088,1234.999692408373,167
5128,male,54,11.0,yes,no,10,10292.69809502482,650.0004141218382,167
5129,male,44,12.0,no,no,5,9039.218495170904,13000.004726233094,167
5130,male,58,0.0,yes,no,6,10644.057136106714,2950.998893543594,167
5131,male,55,9.0,no,no,5,5887.501540613684,910.0003644451576,167
5132,male,55,11.0,yes,no,6,7118.903573058586,3900.0006547408775,167
5133,male,77,2.0,no,no,3,3602.3439147165227,454.99980937735745,167
5134,male,58,12.0,yes,no,7,8223.810951369669,3160.0021912049315,167
5135,male,51,9.0,yes,no,4,4651.369633266053,195.00008608008832,167
5136,female,36,9.0,no,no,3,3721.901602034115,390.00010174177345,167
5137,female,32,9.0,no,no,6,8489.53918120379,4978.998274068868,168
5138,male,35,5.0,yes,no,4,7121.644878601667,897.0001237332687,168
5139,male,34,5.0,no,no,5,4568.878276318875,520.000097980763,168
5140,male,62,3.0,yes,no,3,6572.410899823916,650.0004141218382,168
5141,male,64,0.0,no,no,5,7832.6486401230195,324.9999407428408,168
5142,male,39,9.0,no,no,6,10961.747596212246,1329.9997057830194,168
5143,female,34,9.0,no,no,4,4354.1034444556,792.9998242435853,168
5144,male,61,6.0,yes,no,7,9501.395865447435,376.99992933210655,168
5145,male,46,12.0,no,no,5,10503.932606734637,1365.0003991000415,168
5146,male,32,4.0,yes,no,6,4088.412369657216,871.0000201614704,168
5147,male,57,2.0,no,no,3,5115.042565234116,1300.0005935156187,168
5148,male,42,5.0,yes,no,6,10265.160859424983,663.0000065067735,168
5149,male,69,0.0,yes,no,8,8347.12126734279,21600.008776681047,168
5150,male,39,0.0,yes,no,8,6201.999381906271,324.9999407428408,168
5151,male,25,5.0,yes,no,5,4438.683045257904,2703.9988179118986,168
5152,male,46,7.0,no,no,5,3052.0293225227906,1884.9998117222297,168
5153,male,33,4.0,no,no,4,3502.828275948472,324.9999407428408,168
5154,male,47,5.0,no,no,10,19792.21584021503,10530.004158002757,168
5155,male,41,5.0,no,no,7,9773.451910656568,195.00008608008832,168
5156,male,37,8.0,no,no,8,15966.994070820087,1807.0012819002984,168
5158,male,50,4.0,no,no,10,23493.287005889433,1040.0000081791652,168
5159,male,46,5.0,no,no,8,5459.955944863061,1845.9992337942342,168
5160,male,36,3.0,no,no,3,5359.451946233259,182.00005695203214,168
5162,male,64,5.0,no,no,8,15405.733125515224,1559.9998436200185,168
5164,male,41,3.0,no,no,7,9840.816851847358,2157.9996853246057,168
5165,male,38,10.0,no,no,7,30780.603066355266,2236.0003705611525,168
5166,male,38,5.0,yes,no,4,7124.3943641413825,1105.0004265832847,168
5167,male,41,9.0,no,no,11,16091.975329861638,586.0001233078834,168
5168,male,28,12.0,no,no,7,8842.544910467366,2263.000801931446,168
5171,male,47,5.0,yes,no,10,6701.16050445398,675.9999485949585,169
5172,female,61,5.0,yes,no,4,3966.6175182594934,546.000013243282,169
5173,female,33,1.0,yes,no,2,3135.9486281299182,246.99991685290374,169
5176,female,78,0.0,yes,no,7,5681.133206484636,1845.9992337942342,169
5178,female,50,3.0,yes,no,2,3825.532682641234,324.9999407428408,169
5179,female,40,6.0,no,no,5,4670.993177999639,546.000013243282,169
5180,female,57,4.0,yes,no,2,2346.220465823826,1169.999967483592,169
5181,female,84,0.0,yes,no,1,1495.296808151282,117.00000762866277,169
5182,male,75,4.0,yes,no,6,5511.179805462655,730.0003400761004,169
5183,male,70,4.0,yes,no,6,6783.6460372662405,1694.9999664143377,169
5185,male,76,5.0,yes,no,2,2528.046123106411,585.0000893693707,169
5188,male,44,2.0,yes,no,3,3635.5729576184526,130.00007144079393,169
5189,male,69,3.0,yes,no,10,7440.162730745726,875.0000994370932,169
5190,male,56,9.0,yes,no,4,4305.928185456792,872.9995147521622,169
5192,female,56,5.0,no,no,1,1338.1160889950509,130.00007144079393,169
5193,female,60,2.0,yes,no,5,4395.857943253972,610.0000261279125,169
5195,male,39,5.0,yes,no,7,5519.287197249708,34.99999784787059,169
5196,female,77,2.0,yes,no,4,4189.262570781629,390.00010174177345,169
5199,male,40,0.0,no,no,6,4202.5678066961755,1040.0000081791652,169
5200,male,28,2.0,no,no,4,3224.315633357532,857.9999146393322,169
5201,female,76,0.0,yes,no,3,3255.561358038513,4107.997654133642,170
5203,female,35,5.0,no,no,4,3852.6673285178163,675.9999485949585,170
5205,male,52,7.0,no,no,5,5893.928309959703,388.9998663324474,170
5206,female,38,4.0,yes,no,4,3556.2254695179145,148.99995441413355,170
5207,female,67,0.0,yes,no,2,1927.8352109140817,2079.9996407936746,170
5208,female,28,12.0,yes,no,3,3527.247144716027,429.00003477988207,170
5210,male,44,4.0,yes,no,8,7231.349857440229,668.9999597742166,170
5211,male,40,10.0,yes,no,5,5512.761741063715,69.99998305654692,170
5215,male,54,10.0,yes,no,6,6598.443058774437,165.00008680642708,170
5216,male,38,4.0,yes,no,6,7698.901997912049,197.00005343862344,170
5217,male,39,11.0,yes,no,5,5775.08930881334,45.00002296034146,170
5219,female,48,4.0,yes,no,3,3398.077127891392,130.00007144079393,170
5220,male,68,0.0,no,no,3,3396.4226672239815,910.0003644451576,170
5221,female,48,3.0,yes,no,5,4128.267060676112,755.9997156083263,170
5222,female,61,3.0,yes,no,4,4400.704848861917,165.00008680642708,170
5223,female,66,0.0,yes,no,4,4082.786500124313,872.9995147521622,170
5224,male,45,5.0,yes,no,3,4190.263924193014,130.00007144079393,170
5225,male,48,14.0,no,no,7,6967.000034625166,390.00010174177345,170
5227,male,74,0.0,yes,no,4,5905.810643068985,12106.006338078203,170
5229,male,47,5.0,yes,no,6,6778.431418741382,2875.0001344595826,170
5230,male,83,5.0,no,no,5,5871.468195314789,2398.9993694476557,170
5231,male,38,8.0,yes,no,5,5868.19282997371,160.00002956259036,170
5232,male,31,5.0,no,no,4,3134.9891746535786,8007.997429472002,170
5233,male,33,6.0,yes,no,8,7326.388703411812,13764.994252057806,171
5235,male,35,5.0,yes,no,6,4773.876799454967,415.9998917313286,171
5236,male,41,4.0,yes,no,6,10378.78398448124,753.999722522052,171
5237,male,70,5.0,yes,no,6,3338.3434837789086,6109.999681267941,171
5238,female,39,4.0,no,no,5,2851.972103200936,100.9999477990463,171
5242,male,65,10.0,yes,no,7,7478.810243785794,414.99978410431646,171
5243,male,39,10.0,no,no,5,6789.326325868597,5850.000349678479,171
5245,male,39,5.0,yes,no,4,3794.352287376728,36.0000022155801,171
5246,female,60,5.0,yes,no,6,5181.18980000905,494.000238509224,171
5247,male,39,6.0,yes,no,5,3312.0347248289795,143.00005287284299,171
5248,male,41,9.0,yes,no,5,6270.673223299045,29.999988550137516,171
5249,male,37,9.0,yes,no,8,8476.721173944225,76909.90878086399,171
5250,male,69,7.0,yes,no,6,4890.8383035749075,751.9997563897597,171
5251,female,63,0.0,yes,no,4,5625.645634766491,5390.999054140132,171
5252,male,28,6.0,yes,no,4,3456.6458833290963,207.9999834221266,171
5253,male,44,4.0,yes,no,6,4952.481286654032,241.00001602875275,171
5254,male,54,3.0,yes,no,5,8657.70539057184,833.0002980750734,171
5255,male,63,3.0,no,no,5,4727.354392724478,130.00007144079393,171
5256,female,59,3.0,no,no,6,4672.75447441125,661.0001058580439,171
5257,male,57,7.0,yes,no,7,8941.771474068928,324.9999407428408,171
5258,male,52,9.0,yes,no,7,6276.262882964588,56.00001731883431,171
5259,male,28,9.0,yes,no,3,3252.6879661485805,130.00007144079393,171
5260,female,84,0.0,no,no,8,14310.760273997916,873.9996716771238,171
5261,male,32,9.0,yes,no,5,3430.4852415715363,2183.999264287411,171
5262,male,31,6.0,yes,no,4,4366.517239614472,36.0000022155801,171
5263,female,80,0.0,no,no,3,5561.449195751114,78.00001351821305,171
5264,male,61,3.0,yes,no,7,7467.1449281428595,818.9999313243393,171
5265,male,64,6.0,yes,no,3,3451.2715246700077,1040.0000081791652,172
5266,female,38,3.0,yes,no,5,4850.368691945165,195.00008608008832,172
5267,male,70,1.0,no,no,5,5819.426521233661,1286.9997328238128,172
5270,male,38,12.0,yes,no,6,6585.239605001029,685.0001107903845,172
5271,male,51,6.0,no,no,3,3534.2698210232415,1100.0005953350526,172
5272,male,46,9.0,no,no,4,3947.4457375255793,1054.999951564775,172
5273,male,33,2.0,yes,no,4,4328.303747420388,535.0001354106537,172
5274,male,51,5.0,yes,no,7,8613.491223826262,1574.9991317661586,172
5276,male,66,0.0,yes,no,8,7732.573423844386,390.00010174177345,172
5277,male,67,0.0,yes,no,3,3815.8052646888004,1624.999846008771,172
5278,male,49,15.0,no,no,5,6158.121138384265,45.00002296034146,172
5280,male,67,5.0,yes,no,5,3741.5303828977344,92.99995413675853,172
5281,female,66,0.0,yes,no,2,2664.7752524385032,752.9998284666996,172
5282,male,68,5.0,yes,no,6,7967.491663676898,613.0000392711034,172
5283,male,52,3.0,no,no,6,4977.693947395322,318.9999672116362,172
5284,male,34,4.0,yes,no,7,5709.758456977171,1485.9996652373684,172
5285,male,59,6.0,yes,no,4,4788.555120924272,130.00007144079393,172
5288,male,54,5.0,yes,no,5,4709.537561883797,529.9999965305313,172
5289,male,52,5.0,no,no,6,5385.810020971486,680.0001372443102,172
5293,female,67,4.0,no,no,6,6870.636293027987,705.9998323297909,172
5294,female,58,2.0,yes,no,5,4600.185924362218,688.9998132716146,172
5297,female,54,3.0,no,no,8,11377.45449133348,39.999981835446675,173
5298,male,42,5.0,no,no,5,4865.44762676491,5952.002520595586,173
5299,female,38,9.0,no,no,5,7663.775297491177,650.0004141218382,173
5300,male,54,10.0,no,no,5,10588.216385493146,1785.0005458285593,173
5301,female,64,0.0,no,no,4,7371.039352478804,1260.9995763483078,173
5302,female,37,4.0,no,no,4,3700.9469562189574,3035.999579466907,173
5303,male,50,8.0,yes,no,5,8924.90533617006,3189.001061905103,173
5304,female,49,12.0,no,no,2,3871.967287947062,243.999945028465,173
5305,male,68,4.0,yes,no,5,7573.806043994251,3679.9998853202483,173
5306,male,44,12.0,no,no,5,6923.01051827402,1131.0005925128232,173
5307,female,55,3.0,yes,no,4,6395.909983624648,199.99992669040608,173
5308,male,36,5.0,yes,no,5,4652.472138510849,746.0002982480542,173
5309,male,47,0.0,yes,no,5,5698.868925447691,2339.999512456963,173
5310,male,31,4.0,yes,no,5,4370.343984585958,1450.9996330650893,173
5311,male,34,11.0,no,no,5,6853.522276163018,1570.0001596025133,173
5312,male,31,9.0,yes,no,4,3862.20676547332,2535.000212875915,173
5313,female,41,5.0,no,no,2,1984.4558012654215,169.00004817800746,173
5314,male,24,8.0,no,no,3,3926.0888273971327,562.0000843597521,173
5315,male,46,7.0,no,no,4,4620.628436307578,390.00010174177345,173
5316,male,53,7.0,no,no,5,4075.032495504087,33.000014471609326,173
5317,male,63,4.0,no,no,3,7704.293115981776,90.99995390697832,173
5318,male,44,9.0,no,no,3,2779.340643621543,429.00003477988207,173
5319,female,83,0.0,yes,no,1,2895.1175683166653,467.99986151056197,173
5320,male,41,12.0,no,no,6,12013.051947671434,117.00000762866277,173
5321,female,31,12.0,no,no,8,7107.408715231171,2456.9990847156323,173
5322,female,39,6.0,no,no,4,6122.06048868703,8320.003878657984,173
5323,female,38,13.0,no,no,4,6261.505935879226,1495.0007686921413,173
5324,female,46,10.0,no,no,3,3746.7122459697744,585.0000893693707,173
5325,male,30,7.0,no,no,6,8848.223646979268,338.0000353267414,173
5326,male,43,10.0,no,no,4,3008.0520837611625,195.00008608008832,173
5328,male,36,6.0,no,no,4,4441.689051097707,273.0000559145118,173
5329,male,33,2.0,yes,no,6,7152.348190340277,390.00010174177345,174
5330,male,39,9.0,no,no,4,4800.911141365281,1040.0000081791652,174
5331,male,44,7.0,no,no,5,4742.46821677652,2079.9996407936746,174
5332,male,61,4.0,no,no,9,9918.996144029234,1365.0003991000415,174
5333,female,56,3.0,no,no,3,3132.4383317993,1091.9998293151164,174
5334,male,40,15.0,no,no,4,7141.3420510296,520.000097980763,174
5335,male,53,3.0,yes,no,4,8785.676465586163,1442.99919368953,174
5336,female,53,0.0,yes,no,5,6302.073593186573,2821.000815263487,174
5337,male,52,3.0,yes,no,8,11571.506278469453,4420.000110182897,174
5338,male,67,5.0,yes,no,6,20127.091050104656,4159.998530458177,174
5339,female,35,3.0,no,no,8,6303.605183150368,3587.99919923496,174
5340,male,38,3.0,yes,no,7,8536.257851003587,8280.999892067923,174
5341,male,25,4.0,yes,no,5,5923.637608088169,2483.00053258328,174
5342,male,21,4.0,yes,no,3,4255.093436539078,585.0000893693707,174
5343,male,20,3.0,yes,no,3,4352.7103542596915,520.000097980763,174
5344,male,38,7.0,yes,no,4,6022.971372485703,442.0000521216605,174
5345,male,36,4.0,no,no,4,3109.6796704091857,1495.0007686921413,174
5346,male,38,4.0,no,no,8,9241.71727832643,67664.70643531668,174
5347,male,45,2.0,no,no,4,7196.528241260749,390.00010174177345,174
5348,female,62,2.0,yes,no,9,6682.791042490321,1772.9994573305123,174
5349,male,75,4.0,yes,no,4,7945.444304999746,1820.000400271114,174
5350,male,72,3.0,no,no,2,3637.2238824727947,2314.0002134581287,174
5351,male,43,17.0,no,no,5,8994.80979028135,78.00001351821305,174
5352,male,67,9.0,yes,no,5,4918.244810479898,2612.9993061947325,174
5354,male,24,7.0,yes,no,4,4517.572179084732,617.9997172912117,174
5355,male,27,6.0,yes,no,6,4096.3106248952745,7618.006497863097,174
5356,male,68,4.0,no,no,3,5530.845631973649,624.0003941376015,174
5357,male,63,5.0,yes,no,5,4450.292040119164,624.0003941376015,174
5358,male,64,3.0,yes,no,7,4350.643307803817,844.9994698833542,174
5359,male,30,9.0,no,no,4,5625.4206134415645,780.0000626467654,174
5360,male,24,6.0,yes,no,3,4343.249154047871,130.00007144079393,174
5361,male,44,2.0,yes,no,1,2725.9519894116306,209.9998885493612,175
5362,male,30,1.0,yes,no,8,8996.420005343767,1983.9994289159622,175
5363,male,30,2.0,yes,no,4,2986.286735162186,99.99998140119261,175
5364,male,30,0.0,no,no,6,3522.7034521854443,429.999910264338,175
5365,male,35,6.0,yes,no,7,9808.94496612902,849.9997029383443,175
5366,female,37,9.0,no,no,5,8471.390992843506,214.9999939525525,175
5367,male,35,2.0,yes,no,6,9022.82719320843,2184.99976504764,175
5368,male,44,2.0,yes,no,7,8901.623902221278,3418.000465957048,175
5369,male,43,5.0,no,no,6,4926.10059644709,2790.000349265025,175
5370,female,28,3.0,yes,no,5,7967.491663676898,4497.000958892229,175
5371,male,22,4.0,yes,no,3,3676.7408493879684,3920.0002634847365,175
5372,male,41,2.0,no,no,8,4775.977767425782,1236.0004474102825,175
5374,male,41,4.0,yes,no,8,4441.582451839678,60.00002626667969,175
5375,male,51,9.0,yes,no,6,8165.3428930715045,450.00018775607475,175
5376,male,30,14.0,yes,no,4,5943.414031337442,659.0003067629192,175
5377,female,35,3.0,no,no,7,10498.387994224786,4114.999534547557,175
5378,male,52,4.0,yes,no,4,9421.268322863523,793.9996337698584,175
5380,male,58,5.0,no,no,7,12991.843286225423,1500.0009193648302,175
5383,female,61,2.0,no,no,7,10538.2313035323,1950.0006794624235,175
5384,male,42,5.0,no,no,5,5235.156406836675,104.00001048929774,175
5385,male,39,4.0,no,no,7,8356.959970053862,1470.0004707340859,175
5386,male,31,3.0,no,no,6,5122.480124159439,1495.0007686921413,175
5387,male,40,5.0,no,no,9,10802.836310759747,1319.999979433851,175
5388,female,29,2.0,no,no,3,2274.692141930908,762.0003385668506,175
5389,male,35,9.0,no,no,6,5313.064147153376,2100.0007902059688,175
5390,female,60,0.0,no,no,8,9123.374266477067,1504.9997333396448,175
5391,male,26,9.0,yes,no,4,3667.692512064587,4859.996515893784,175
5392,male,32,12.0,no,no,3,7911.621235496672,1353.9993859987526,175
5393,male,50,9.0,no,no,2,3967.6648435251645,780.0000626467654,176
5394,male,29,9.0,yes,no,3,5424.879683467238,104.00001048929774,176
5395,male,57,4.0,yes,no,7,4196.2393067339,7540.004064045998,176
5396,female,41,3.0,yes,no,6,3710.4965959510578,1923.9987855222287,176
5397,male,77,3.0,yes,no,3,4219.453937666068,650.0004141218382,176
5398,male,56,0.0,yes,no,7,7001.33413085778,390.00010174177345,176
5399,male,74,3.0,yes,no,3,2686.619524590109,2079.9996407936746,176
5400,female,74,4.0,yes,no,4,1790.633953320888,5329.997243538499,176
5401,male,55,2.0,yes,no,8,6704.961139838317,143.00005287284299,176
5402,male,67,2.0,no,no,8,9223.021736462575,260.0000959359805,176
5403,male,60,3.0,yes,no,6,5761.44736056035,605.00032789143,176
5404,male,57,4.0,yes,no,5,5163.639813406835,650.0004141218382,176
5405,male,75,5.0,yes,no,6,5642.209369692191,8189.998551622256,176
5406,male,25,7.0,yes,no,3,2783.0368429173172,260.0000959359805,176
5407,male,19,9.0,yes,no,3,2664.0665164874154,533.0003069196931,176
5408,male,27,10.0,yes,no,3,2229.913333951338,13470.009841126206,176
5410,male,58,7.0,yes,no,4,6400.523097550574,8846.993829366635,176
5411,female,53,0.0,yes,no,1,1323.0527039256604,260.0000959359805,176
5412,male,62,0.0,yes,no,8,8161.122501860917,90.99995390697832,176
5413,male,57,2.0,yes,no,4,4303.233517931627,5510.000539170272,176
5414,male,45,3.0,yes,no,6,6610.8928541859905,675.9999485949585,176
5415,male,26,10.0,yes,no,5,3325.7616682014436,990.0000563026525,176
5416,male,48,4.0,yes,no,6,5188.811749775616,1382.9995413077152,176
5417,male,31,8.0,yes,no,7,5011.432092305141,2678.001268699808,176
5419,male,34,5.0,no,no,4,2015.8535848674924,260.0000959359805,176
5420,male,50,4.0,yes,no,3,4914.434647380679,1072.000705772071,176
5421,male,28,9.0,yes,no,7,7189.479098228565,19462.990147003253,176
5422,male,26,1.0,yes,no,3,3287.9942256981476,221.00006596458653,176
5423,male,25,7.0,yes,no,4,4091.1770707827955,1637.9995668915394,176
5424,male,26,0.0,yes,no,2,2725.167028278508,195.00008608008832,176
5425,female,35,6.0,no,no,3,2357.490535817301,390.00010174177345,177
5426,male,31,5.0,yes,no,5,4464.386134570333,273.0000559145118,177
5427,female,71,2.0,yes,no,6,8643.44059893589,1455.9996669303828,177
5428,male,33,6.0,no,no,4,4423.847183512996,195.00008608008832,177
5429,male,57,2.0,yes,no,5,4274.758976434256,130.00007144079393,177
5430,male,48,3.0,no,no,7,7114.206646856513,1429.9989657472215,177
5431,male,64,4.0,yes,no,5,5120.851434455344,155.99999886907224,177
5432,male,38,6.0,no,no,4,6429.287484680605,480.99987007914655,177
5433,male,29,10.0,yes,no,4,5464.36390768434,1781.0012764615692,177
5434,female,50,2.0,yes,no,2,3166.309521893042,454.99980937735745,177
5435,male,73,0.0,no,no,3,2811.223284049246,714.9996119738901,177
5436,male,42,12.0,no,no,5,10093.652097104901,3500.002633829726,177
5437,male,42,5.0,no,no,6,6214.204506397244,25.999986011445234,177
5439,male,29,5.0,yes,no,4,2917.163444474723,130.00007144079393,177
5440,male,39,5.0,yes,no,7,4811.383732486651,64.99998245678597,177
5441,female,57,5.0,no,no,3,8640.243117484828,90.99995390697832,177
5442,female,67,4.0,no,no,2,2042.1654113035174,2000.001080916127,177
5443,male,35,9.0,no,no,4,3098.8674964485704,1230.9998446669474,177
5444,male,40,7.0,no,no,4,4204.7032534995415,214.9999939525525,177
5445,female,65,0.0,no,no,3,3322.05218845443,364.00004818022944,177
5446,male,75,3.0,no,no,2,3881.7796494582126,585.0000893693707,177
5447,male,69,3.0,no,no,10,18746.30602520351,2600.000717575207,177
5448,female,27,9.0,no,no,2,3837.7210774690684,467.99986151056197,177
5449,female,40,4.0,no,no,5,4322.827582020268,2223.000191257599,177
5450,male,57,5.0,no,no,5,7725.516806144587,1040.0000081791652,177
5451,female,55,0.0,no,no,7,7289.5857575000655,935.0004401151812,177
5452,male,41,9.0,yes,no,5,10948.918902443207,454.99980937735745,177
5453,female,44,5.0,no,no,2,4327.619929451343,64.99998245678597,177
5454,male,47,12.0,no,no,5,5294.098560442836,2223.000191257599,177
5455,female,37,4.0,no,no,6,6788.661004489945,1911.0001065568408,177
5456,male,71,8.0,no,no,7,3324.318600805719,324.9999407428408,177
5457,female,54,1.0,yes,no,4,6137.21908014841,390.00010174177345,178
5458,female,41,3.0,yes,no,2,3649.9837700317207,585.0000893693707,178
5459,male,47,3.0,yes,no,4,4454.0719424027,52.00001463376783,178
5460,male,67,4.0,yes,no,3,3517.9686009435077,52.00001463376783,178
5461,male,57,3.0,yes,no,4,4662.7001936212,376.99992933210655,178
5462,male,42,4.0,yes,no,7,5731.307679562874,207.9999834221266,178
5463,male,58,3.0,yes,no,5,5261.208330618961,390.00010174177345,178
5464,male,83,2.0,no,no,3,4990.732641938358,480.99987007914655,178
5465,male,30,3.0,yes,no,5,5177.735098683415,3865.9974493366885,178
5466,male,52,5.0,no,no,7,6261.036340544076,1066.0004213623918,178
5467,male,45,2.0,no,no,10,5244.761248678686,585.0000893693707,178
5469,male,46,10.0,yes,no,12,8088.640912848316,3380.000038947523,178
5470,male,35,9.0,no,no,5,6539.434677723698,207.9999834221266,178
5471,female,59,0.0,no,no,5,5037.121162736392,415.9998917313286,178
5473,male,43,4.0,yes,no,8,9175.865491752595,390.00010174177345,178
5475,female,60,2.0,yes,no,4,4355.836722525952,988.0002986251517,178
5477,male,57,4.0,no,no,6,5335.703392834545,1889.9997957785401,178
5479,male,43,3.0,no,no,7,6657.704270625292,611.0000249461559,178
5480,male,41,9.0,yes,no,6,7435.796636796724,5444.99980742636,178
5481,male,63,4.0,yes,no,8,7546.37806011419,9118.996097673735,178
5484,male,58,2.0,yes,no,4,5077.270027692735,669.9995227022123,178
5485,male,45,3.0,yes,no,7,5143.715719976182,143.00005287284299,178
5486,male,50,5.0,yes,no,9,15638.295112416985,741.0002776556515,178
5487,male,41,7.0,no,no,4,6432.805266960473,2404.999560991673,178
5488,male,24,2.0,yes,no,4,7884.641245415176,2905.000960724295,178
5489,male,37,9.0,yes,no,4,4736.112829137633,10899.999256432171,179
5491,male,26,9.0,yes,no,5,4582.862124768645,1191.0005128979483,179
5492,female,47,3.0,yes,no,2,3109.850707494534,207.9999834221266,179
5493,male,25,5.0,yes,no,4,3917.911460059859,400.00018115684816,179
5494,male,46,4.0,yes,no,7,4884.782307381144,78.00001351821305,179
5495,male,57,3.0,yes,no,5,5841.5765699655285,2084.999720124418,179
5499,male,46,9.0,yes,no,9,8203.072022633622,1754.9997614955755,179
5500,female,42,3.0,yes,no,3,3446.212221249715,1169.999967483592,179
5501,female,54,3.0,yes,no,5,4120.636826756439,1650.0007146240214,179
5503,male,36,9.0,yes,no,6,5528.666908031452,1640.0007858582683,179
5504,male,46,2.0,yes,no,4,5576.011417204244,520.000097980763,179
5505,male,47,4.0,no,no,7,6753.012630992901,390.00010174177345,179
5506,male,25,9.0,yes,no,4,3908.3790429410624,207.9999834221266,179
5513,male,46,8.0,yes,no,8,10454.460411899818,590.000273229202,179
5514,female,27,9.0,yes,no,4,4966.442162189188,7149.995454831864,179
5515,male,38,5.0,no,no,4,4682.291940927336,1234.999692408373,179
5517,male,74,4.0,yes,no,4,5557.807639267838,1300.0005935156187,179
5518,male,56,14.0,yes,no,4,6104.649665196313,19500.004981239807,179
5524,male,58,12.0,yes,no,2,3806.7496736822004,195.00008608008832,180
5529,male,58,5.0,yes,no,11,10301.965693103912,4399.996392413531,180
5530,female,58,7.0,yes,no,5,4850.698528230526,130.00007144079393,180
5531,female,27,12.0,yes,no,3,3849.9829550026884,155.99999886907224,180
5533,male,32,9.0,yes,no,3,4568.1290417204755,6020.002779417382,180
5536,male,31,6.0,yes,no,6,7042.369716712018,454.99980937735745,180
5538,female,37,4.0,yes,no,7,7952.558660852065,48190.15374396452,180
5539,male,57,3.0,yes,no,5,6798.885631403535,390.00010174177345,180
5540,female,53,0.0,yes,no,5,5724.611695450723,155.99999886907224,180
5542,female,47,10.0,yes,no,5,5435.729428360604,324.9999407428408,180
5543,male,43,15.0,yes,no,5,6003.920791231361,677.9998047764401,180
5544,male,59,4.0,yes,no,7,8182.540860435835,13699.998468117912,180
5545,female,48,5.0,yes,no,4,5438.866749270807,3444.9993680225284,180
5546,male,35,4.0,yes,no,6,8232.310537362779,4999.999042918907,180
5548,female,45,0.0,no,no,5,5669.118969043844,3325.000155975906,180
5549,male,46,8.0,yes,no,5,7010.806336370762,3000.0012970495404,180
5550,female,63,0.0,yes,no,4,3805.581180905201,3900.0006547408775,180
5551,male,55,3.0,yes,no,7,7518.342647243004,1227.9998665077032,180
5552,male,70,10.0,yes,no,3,3141.63297671952,3509.9988892258853,180
5553,male,65,3.0,yes,no,5,4138.782742354159,585.0000893693707,181
5554,male,54,2.0,no,no,4,4264.332750616806,92.00003891149653,181
5555,male,45,8.0,no,no,3,3215.8629038811214,324.9999407428408,181
5556,male,38,9.0,yes,no,5,8241.453475451144,600.0002068703479,181
5557,male,50,2.0,no,no,9,19913.65587017438,1365.0003991000415,181
5558,female,38,11.0,no,no,3,4674.147162744884,1300.0005935156187,181
5559,male,45,2.0,yes,no,7,7311.677451878652,523.0002802941204,181
5560,male,48,2.0,no,no,4,5553.468686083338,1365.0003991000415,181
5561,male,58,4.0,no,no,5,5547.757105917331,5999.995510740531,181
5562,male,33,3.0,yes,no,5,3355.872247609334,64.99998245678597,181
5563,female,49,4.0,yes,no,2,2335.4012572825113,130.00007144079393,181
5564,male,51,5.0,yes,no,3,4778.423694146515,390.00010174177345,181
5566,male,41,5.0,no,no,8,5830.552247575553,221.00006596458653,181
5568,male,44,4.0,yes,no,6,6902.928356181693,975.9994276609893,181
5569,male,69,4.0,yes,no,8,16975.679821165933,1439.9994346992441,181
5570,male,37,6.0,yes,no,5,7879.04513698451,19.999994528920926,181
5572,male,40,10.0,no,no,3,11219.14530331498,19.999994528920926,181
5573,male,38,12.0,no,no,6,7084.021259804998,304.0000907725221,181
5574,male,43,4.0,no,no,5,6183.761362391854,220.00009980250303,181
5575,female,80,0.0,yes,no,5,9409.038040600242,9.999999070059587,181
5576,male,48,9.0,yes,no,5,8333.45154098648,1040.9999285718195,181
5578,female,54,1.0,no,no,6,14148.444956993477,9.999999070059587,181
5579,male,53,14.0,yes,no,3,4494.851906098419,660.0001088864979,181
5580,male,51,15.0,no,no,4,9125.281250971713,1367.999865686352,181
5581,male,58,10.0,no,no,6,8596.057956469775,594.9997587003993,181
5583,male,35,8.0,no,no,5,7081.648510140724,90.99995390697832,181
5584,male,33,15.0,no,no,3,6117.164798833125,184.00004459995202,181
5585,female,70,0.0,yes,no,1,2650.2466761825467,4420.000110182897,182
5587,male,65,6.0,yes,no,4,6042.51140476039,1717.0002388390512,182
5588,female,58,5.0,yes,no,2,3698.194475733241,1267.9998288235988,182
5589,male,54,3.0,yes,no,7,6903.81889137792,5873.999343530222,182
5591,male,67,7.0,yes,no,2,5019.461821167721,897.0001237332687,182
5592,female,43,1.0,yes,no,2,4127.280522744587,2274.999246099134,182
5593,male,51,3.0,yes,no,7,8094.094494474131,8.00000366656215,182
5594,male,45,3.0,no,no,7,4464.850454872566,4781.999292176685,182
5595,male,46,6.0,yes,no,6,7874.075027737446,52.00001463376783,182
5596,male,44,5.0,yes,no,6,8943.005523679813,12.999995353000852,182
5597,male,38,0.0,yes,no,3,2369.8667288610795,2904.0018122571946,182
